amount,amount_to_avg_ratio,hour,late_night,is_online,distance_from_home_km,txns_last_hour,merchant_category,account_age_days,prior_disputes,is_fraud
4.3,0.16,8,0,0,6.1,1,dining,2376,1,0
26.21,1.081,19,0,0,10.1,0,grocery,1930,0,0
32.32,0.952,9,0,1,67.0,0,dining,286,1,0
39.4,0.803,11,0,0,3.2,0,grocery,2368,0,0
14.36,0.325,14,0,0,22.4,0,dining,220,0,0
8.65,0.214,1,1,0,2.1,0,gas,1013,0,0
4.64,0.079,10,0,0,7.8,0,grocery,1784,0,0
34.55,2.044,9,0,0,8.7,0,gas,3597,0,0
16.98,0.548,14,0,0,11.5,0,gambling,188,0,0
56.35,2.226,13,0,0,1.7,0,cash_advance,1687,0,0
44.77,0.833,18,0,1,7.2,0,electronics,2125,1,0
6.69,0.244,15,0,1,114.7,0,grocery,2772,0,0
42.27,2.097,13,0,0,16.1,0,dining,2689,0,0
219.99,10.411,18,0,0,7.2,0,dining,2043,1,1
117.84,2.376,5,1,1,127.2,0,grocery,261,0,0
61.82,1.65,0,1,1,46.9,0,grocery,347,0,0
8.58,0.345,21,0,0,4.3,2,cash_advance,2409,0,0
136.63,6.285,11,0,0,5.4,1,travel,2226,0,1
176.56,3.832,20,0,0,18.8,1,online_retail,1833,0,0
49.05,1.535,16,0,0,0.6,1,cash_advance,3591,0,0
37.78,1.929,11,0,0,6.0,2,online_retail,1203,0,0
15.7,0.662,21,0,0,3.7,11,electronics,2525,0,0
32.68,1.29,17,0,1,39.4,1,grocery,2601,0,0
35.91,0.631,8,0,0,19.2,0,electronics,301,0,0
37.0,1.788,1,1,1,41.9,0,gas,2028,0,0
24.18,1.101,18,0,0,2.9,0,gambling,1985,0,0
9.2,0.401,14,0,0,6.6,0,dining,1300,0,0
16.63,0.67,21,0,0,5.3,1,dining,745,2,0
12.68,0.399,14,0,0,8.8,0,electronics,2331,1,0
26.69,0.852,20,0,1,38.6,7,electronics,3426,1,0
8.27,0.141,22,0,0,14.6,0,gas,3098,0,0
31.54,1.54,13,0,0,4.3,0,dining,2991,0,0
121.71,3.703,17,0,0,21.8,2,grocery,1468,0,0
22.25,0.897,13,0,1,51.4,0,grocery,1625,0,0
8.26,0.217,0,1,0,30.3,0,dining,964,1,0
12.79,0.62,23,1,1,47.6,8,grocery,116,1,0
14.95,0.745,11,0,1,33.5,0,travel,3562,1,0
6.99,0.153,22,0,1,75.7,0,grocery,3467,0,0
10.21,0.578,22,0,0,5.6,1,online_retail,1200,0,0
11.59,0.325,6,0,1,75.9,0,grocery,683,0,0
13.58,0.594,3,1,1,56.2,0,grocery,945,0,0
22.44,1.681,2,1,0,1.3,0,cash_advance,2676,1,0
33.59,1.792,15,0,0,20.6,1,online_retail,1106,0,0
10.02,0.45,22,0,1,65.9,0,gas,1166,0,0
11.6,0.673,8,0,1,56.3,0,grocery,1985,2,0
15.28,0.518,15,0,0,9.9,2,electronics,2973,0,0
10.27,0.475,9,0,0,29.2,1,grocery,1820,0,0
49.46,2.974,15,0,0,0.7,1,gas,2657,0,0
30.4,1.281,21,0,0,20.0,0,grocery,2231,0,0
4.99,0.154,14,0,0,2.3,0,electronics,2768,0,0
6.02,0.263,19,0,1,21.3,0,dining,2328,0,0
130.43,2.336,4,1,1,54.0,0,cash_advance,391,0,0
13.67,0.413,8,0,0,5.4,0,gambling,1039,1,0
59.53,1.056,21,0,1,55.2,2,grocery,3275,0,0
25.02,0.685,16,0,1,57.8,0,gas,1466,0,0
128.82,2.96,2,1,1,104.4,0,electronics,181,0,0
36.54,0.872,6,0,0,15.4,0,grocery,3539,0,0
25.26,0.867,14,0,1,52.3,6,electronics,2797,1,0
58.79,2.252,13,0,0,9.6,1,online_retail,92,1,0
9.71,0.387,10,0,0,0.6,1,gas,1361,0,0
6.57,0.186,4,1,1,58.8,0,cash_advance,3411,0,0
55.94,2.838,17,0,0,10.8,0,electronics,715,0,0
32.18,0.781,18,0,0,16.5,0,grocery,1034,0,0
146.32,3.568,22,0,0,12.2,1,grocery,1724,0,0
2.53,0.094,3,1,0,4.9,0,travel,2454,0,0
4.87,0.136,12,0,1,50.8,7,grocery,2371,0,0
23.28,1.226,1,1,1,53.3,6,grocery,1899,0,0
61.55,2.08,18,0,1,50.3,0,gambling,2448,0,0
123.7,3.024,0,1,0,5.2,1,online_retail,2119,0,0
12.38,0.53,5,1,1,101.7,0,grocery,2511,0,0
13.24,0.378,19,0,1,103.8,0,grocery,2759,0,0
67.47,3.602,21,0,1,60.9,1,electronics,3556,0,1
58.23,2.053,16,0,1,52.4,0,online_retail,1255,0,0
28.36,1.507,5,1,1,45.7,1,grocery,2485,0,0
117.62,1.978,15,0,0,8.6,0,online_retail,1233,0,0
23.61,0.989,16,0,0,15.5,0,gambling,234,0,0
71.35,2.193,21,0,1,74.1,0,grocery,142,0,0
23.7,0.651,18,0,1,10.4,1,dining,628,0,0
21.34,1.242,16,0,1,27.7,0,dining,3202,0,0
30.88,0.514,23,1,0,20.2,1,electronics,843,0,0
87.89,3.302,0,1,0,15.4,1,electronics,905,1,0
13.68,0.629,11,0,0,6.0,1,grocery,2578,0,0
18.26,0.202,1,1,0,19.1,1,grocery,816,0,0
38.26,1.389,12,0,0,3.4,0,travel,1927,0,0
19.78,0.571,1,1,0,12.6,0,grocery,104,0,0
24.4,0.547,18,0,0,3.8,1,online_retail,1305,0,0
67.18,2.323,2,1,0,19.9,0,dining,2735,0,0
58.84,2.527,19,0,0,26.3,0,online_retail,1329,0,0
5.2,0.167,2,1,1,32.8,1,gas,501,0,0
37.39,1.579,20,0,0,20.0,0,grocery,2434,0,0
5.48,0.069,6,0,0,23.9,0,online_retail,1562,0,0
34.24,0.999,14,0,1,99.3,1,online_retail,587,0,0
8.55,0.182,7,0,0,0.8,0,grocery,2241,0,0
5.16,0.155,17,0,1,81.7,0,gas,1481,0,0
12.28,0.593,13,0,0,5.9,0,grocery,1303,0,0
7.92,0.52,3,1,1,61.4,0,dining,2343,0,0
67.02,1.975,11,0,1,13.5,1,grocery,2751,0,0
43.03,1.142,5,1,1,64.1,0,online_retail,1351,0,0
24.73,0.972,17,0,1,28.3,0,grocery,2869,1,0
5.84,0.245,9,0,0,4.2,1,gas,2816,0,0
10.26,0.559,9,0,1,62.8,0,cash_advance,2198,0,0
42.85,1.587,20,0,1,77.2,0,gambling,1634,0,0
16.17,0.651,23,1,1,25.1,0,travel,2204,1,0
41.05,0.984,2,1,0,0.3,1,gas,3248,0,0
26.73,0.616,17,0,1,50.6,3,grocery,472,0,0
67.32,2.149,16,0,1,1.8,0,online_retail,2668,0,0
9.21,0.316,0,1,0,18.9,0,grocery,3467,1,0
16.11,0.5,12,0,1,4.3,0,gas,574,0,0
4.73,0.223,10,0,0,22.2,2,online_retail,1682,0,0
9.77,0.132,0,1,1,85.3,1,grocery,1369,0,0
7.64,0.366,7,0,0,16.2,1,gambling,2743,0,0
20.71,0.499,13,0,0,8.1,1,travel,122,0,0
13.85,0.849,18,0,0,27.2,0,grocery,2494,0,0
30.12,1.107,17,0,1,61.5,0,travel,119,0,0
32.19,0.885,1,1,0,9.5,0,grocery,1515,0,0
36.47,0.278,2,1,0,6.9,5,gas,2345,0,0
159.24,8.511,20,0,0,7.6,1,online_retail,164,0,1
19.14,0.777,4,1,1,78.4,0,gas,3150,0,0
18.87,0.614,14,0,0,1.4,0,gas,3034,0,0
50.56,1.357,23,1,0,9.6,2,cash_advance,1147,0,0
28.33,0.624,20,0,1,136.1,0,electronics,271,0,0
19.1,0.383,3,1,0,31.6,0,grocery,2824,0,0
12.05,0.303,7,0,0,18.3,0,online_retail,2202,1,0
22.93,1.426,8,0,0,8.3,1,dining,2351,0,0
108.08,3.551,22,0,1,37.2,0,online_retail,3243,0,0
23.84,1.467,20,0,0,20.5,0,dining,3578,0,0
8.47,0.431,1,1,0,0.7,6,gas,2989,0,0
25.56,0.825,9,0,0,6.9,1,dining,3050,0,0
155.08,4.988,17,0,1,94.8,1,gas,1728,1,0
6.35,0.215,12,0,1,22.8,0,travel,789,0,0
27.28,0.772,2,1,0,11.7,2,travel,773,0,0
11.54,0.524,7,0,0,9.9,1,gas,2585,0,0
24.14,0.673,21,0,0,2.2,1,online_retail,177,0,0
3.66,0.064,0,1,1,25.1,1,gas,1031,0,0
54.75,1.146,7,0,0,14.2,1,grocery,1237,0,0
53.75,1.323,8,0,0,15.1,0,travel,2950,0,0
5.59,0.104,14,0,0,8.4,0,grocery,2411,0,0
43.6,1.506,17,0,0,24.2,0,online_retail,1000,0,0
7.08,0.197,7,0,0,13.2,0,dining,1132,0,0
7.26,0.315,11,0,0,11.1,1,grocery,1996,0,0
43.95,2.237,15,0,1,57.9,1,gambling,217,1,0
25.1,1.159,13,0,0,10.4,0,dining,1146,0,0
18.22,0.812,10,0,0,21.2,1,online_retail,2286,0,0
26.08,1.407,0,1,0,1.5,0,cash_advance,822,0,0
61.0,2.765,6,0,1,33.0,0,travel,2186,0,0
18.68,0.46,0,1,1,6.6,1,gas,1729,1,0
38.25,1.303,1,1,0,14.2,1,gas,573,0,0
40.31,0.403,21,0,1,36.1,0,grocery,1064,1,0
78.97,2.854,22,0,1,103.6,0,grocery,2990,0,0
19.55,0.279,12,0,1,23.4,0,grocery,3019,1,0
41.33,1.297,11,0,0,23.0,1,travel,2685,0,0
43.17,1.365,8,0,0,16.2,1,gas,299,0,0
74.43,2.646,8,0,1,112.1,1,online_retail,2095,0,0
29.57,0.723,18,0,0,5.9,0,travel,1668,0,0
23.54,0.945,18,0,0,27.0,0,travel,1581,0,0
36.6,1.898,3,1,1,23.1,0,dining,2275,1,0
71.83,2.438,16,0,1,26.6,1,gambling,1675,0,0
8.66,0.143,1,1,1,58.9,0,grocery,3203,1,0
12.98,0.487,19,0,0,12.9,2,dining,2910,0,0
216.65,6.258,1,1,1,58.4,0,grocery,175,1,0
23.69,0.364,18,0,1,68.0,1,gas,3315,0,0
21.11,0.655,10,0,0,29.6,1,gas,3214,0,0
8.98,0.36,21,0,1,58.0,0,dining,2676,0,0
146.32,2.787,1,1,0,21.6,0,grocery,1804,0,0
21.84,0.469,18,0,1,51.0,1,grocery,2928,1,0
5.06,0.08,10,0,1,32.5,0,gas,197,2,0
6.66,0.391,15,0,0,2.3,1,gambling,2367,0,0
94.56,3.89,11,0,1,11.5,0,grocery,2412,0,0
540.83,28.212,18,0,0,5.3,0,online_retail,1271,0,1
16.83,0.353,8,0,0,9.7,1,grocery,3071,1,0
22.37,0.351,21,0,0,18.1,0,grocery,1479,0,0
51.55,1.498,21,0,1,22.5,1,gas,870,0,0
36.21,1.282,4,1,0,4.0,1,gas,587,0,0
38.26,2.403,11,0,0,6.3,0,gambling,400,0,0
7.5,0.091,9,0,0,7.1,0,grocery,168,0,0
89.58,4.93,0,1,0,17.4,0,dining,539,0,0
207.74,7.524,11,0,0,10.1,1,electronics,2683,0,0
25.76,0.774,8,0,0,11.7,1,online_retail,47,0,0
279.46,5.952,16,0,1,17.1,1,grocery,2139,0,0
64.33,1.8,19,0,0,33.1,0,gas,2693,0,0
36.6,1.182,5,1,0,11.6,0,grocery,3405,0,0
23.64,1.032,16,0,0,20.1,1,dining,2218,0,0
16.77,0.7,13,0,1,111.3,0,cash_advance,2343,0,0
16.48,0.292,12,0,1,66.5,1,electronics,1010,1,0
18.91,0.364,9,0,1,91.8,1,travel,2518,0,0
23.76,0.423,9,0,0,9.1,0,dining,1058,0,0
15.17,0.32,3,1,0,1.5,0,dining,2414,0,0
44.39,2.002,11,0,0,8.8,0,electronics,787,0,0
17.73,0.544,5,1,0,18.5,0,travel,3383,0,0
18.81,0.762,23,1,0,5.5,8,travel,2434,0,0
29.83,0.926,22,0,0,1.4,2,gas,400,1,0
28.52,0.745,18,0,1,95.5,0,dining,3120,0,0
15.47,0.417,5,1,0,27.9,1,grocery,2157,0,0
24.51,0.282,22,0,1,53.6,0,gambling,111,0,0
31.47,0.898,5,1,1,37.9,0,grocery,425,0,0
17.71,0.425,10,0,1,52.1,2,travel,2977,0,0
47.58,0.856,8,0,1,32.2,1,grocery,303,0,0
7.34,0.194,16,0,1,51.1,0,grocery,1723,2,0
32.63,1.188,2,1,1,10.0,0,gambling,1338,0,0
8.06,0.503,14,0,0,3.9,2,online_retail,635,0,0
41.77,1.173,7,0,0,3.7,0,dining,474,0,0
10.14,0.178,13,0,0,14.9,0,grocery,1488,0,0
16.81,0.463,21,0,0,5.0,0,dining,1583,0,0
36.83,1.381,20,0,0,9.9,8,grocery,2617,0,0
13.74,1.167,9,0,1,17.6,1,grocery,1342,0,0
79.87,1.115,18,0,1,72.1,0,grocery,172,0,0
196.15,12.093,13,0,0,15.0,0,travel,3183,0,1
3.64,0.179,19,0,0,6.2,2,grocery,1375,0,0
406.39,17.708,12,0,1,21.7,1,online_retail,554,0,1
5.81,0.385,16,0,0,37.7,1,cash_advance,3488,0,0
115.93,3.044,20,0,1,14.0,1,gas,1813,0,0
34.66,0.83,16,0,0,16.1,1,electronics,3131,0,0
28.69,0.845,17,0,0,4.3,0,grocery,1496,0,0
40.31,1.31,17,0,1,76.6,0,grocery,3396,1,0
52.29,2.526,16,0,0,30.9,0,dining,1605,0,0
42.41,2.067,13,0,0,19.0,1,grocery,345,0,0
22.05,0.473,8,0,0,0.7,1,online_retail,393,0,0
6.2,0.186,23,1,1,152.0,4,gambling,2180,0,0
13.19,0.282,12,0,0,7.8,2,online_retail,1236,1,0
6.63,0.247,14,0,0,4.3,0,dining,2590,0,0
11.75,0.526,1,1,1,14.5,0,online_retail,82,0,0
23.71,0.665,17,0,1,98.6,0,dining,883,1,0
159.42,4.818,3,1,0,22.5,0,dining,953,0,0
24.22,0.985,23,1,0,13.3,1,gas,594,1,0
31.94,0.444,12,0,0,6.9,0,dining,3081,0,0
118.83,2.409,12,0,1,24.3,1,online_retail,1372,0,0
27.6,0.938,19,0,0,21.5,0,dining,1107,0,0
79.53,1.694,12,0,1,125.7,0,dining,1224,0,0
24.29,1.636,9,0,1,66.9,1,grocery,2508,0,0
8.04,0.313,21,0,0,15.9,1,travel,884,0,0
75.18,1.0,1,1,0,19.9,1,grocery,206,0,0
237.38,5.44,21,0,0,11.8,0,grocery,2991,0,0
24.03,1.658,17,0,1,24.4,1,dining,1993,0,0
19.35,0.565,16,0,1,92.1,0,gambling,1722,0,0
70.79,3.255,8,0,1,42.8,0,grocery,932,0,0
23.49,0.684,0,1,0,4.4,0,online_retail,2041,0,0
15.33,0.539,8,0,1,61.0,3,grocery,2202,0,0
8.53,0.291,1,1,1,13.8,0,gambling,3175,0,0
17.32,0.8,21,0,1,54.9,1,grocery,1873,0,0
159.6,9.673,10,0,0,7.3,2,grocery,2439,0,1
28.85,0.63,12,0,0,12.7,1,gas,3566,1,0
5.67,0.144,3,1,0,23.4,1,grocery,957,0,0
23.53,1.162,22,0,0,21.2,0,dining,2595,0,0
13.44,0.578,18,0,1,10.5,2,gas,1011,1,0
52.79,1.885,23,1,0,27.5,0,grocery,1399,0,0
4.65,0.207,5,1,0,2.6,0,grocery,1741,0,0
7.89,0.398,0,1,0,2.4,0,gas,1561,0,0
54.91,3.695,1,1,0,21.6,0,electronics,1085,0,0
23.78,0.427,17,0,0,11.9,0,dining,2939,0,0
14.28,0.436,16,0,0,4.6,1,grocery,3552,0,0
34.53,1.437,12,0,0,32.8,7,gambling,3234,0,0
10.78,0.297,1,1,0,4.2,0,gambling,3297,0,0
17.45,0.492,1,1,1,17.0,1,electronics,2376,0,0
31.22,0.894,13,0,1,60.5,2,grocery,3168,0,0
59.29,2.585,16,0,0,10.2,2,grocery,1491,0,0
8.09,0.184,8,0,0,7.1,2,cash_advance,1396,0,0
47.53,1.62,9,0,1,65.3,1,online_retail,2676,0,0
21.95,1.202,4,1,0,6.2,1,grocery,1621,0,0
102.29,2.257,15,0,1,37.8,1,dining,3096,1,0
711.48,13.775,11,0,0,8.4,2,grocery,1485,0,1
200.29,5.802,2,1,0,18.1,3,online_retail,3344,0,0
38.43,0.675,7,0,0,17.2,1,electronics,451,0,0
13.6,0.318,3,1,0,3.7,1,dining,1955,0,0
4.86,0.33,4,1,1,10.7,0,cash_advance,167,0,0
132.72,2.435,16,0,1,59.7,2,online_retail,3032,0,0
17.63,0.514,9,0,0,12.1,1,dining,1260,0,0
42.86,1.155,13,0,0,25.1,0,online_retail,1398,0,0
23.8,0.426,4,1,0,46.6,5,electronics,2960,0,0
11.89,0.268,3,1,1,59.9,1,grocery,3376,1,0
5.62,0.209,5,1,0,19.7,2,grocery,423,0,0
124.09,3.288,14,0,1,78.4,1,dining,844,0,0
99.81,3.797,14,0,1,27.9,1,online_retail,919,0,0
50.56,1.564,15,0,1,56.6,0,grocery,659,0,0
4.73,0.144,0,1,0,7.4,1,cash_advance,980,0,0
5.15,0.134,13,0,1,109.2,1,dining,1525,0,0
11.18,0.316,19,0,1,23.9,0,online_retail,899,0,0
9.68,0.141,16,0,1,105.2,0,dining,791,0,0
44.5,2.335,7,0,0,8.4,0,grocery,3233,0,0
95.0,1.622,2,1,0,3.8,1,grocery,1817,0,0
26.85,0.511,22,0,1,42.4,1,gas,2004,0,0
169.7,4.357,22,0,0,10.1,0,grocery,634,1,0
35.0,0.83,3,1,0,15.2,0,grocery,95,0,0
99.04,2.589,3,1,1,73.0,2,dining,3352,0,0
92.89,1.648,18,0,1,40.5,1,dining,1081,0,0
40.35,0.984,2,1,0,0.7,1,gambling,30,0,0
52.82,1.692,13,0,0,14.4,0,travel,2897,0,0
26.13,0.369,13,0,1,138.3,1,dining,2615,2,0
14.47,0.425,8,0,1,112.6,0,gambling,419,0,0
20.89,0.996,19,0,0,7.5,4,electronics,2614,0,0
17.23,0.628,12,0,0,14.7,1,gas,3396,1,0
14.3,0.699,20,0,0,28.1,1,travel,3137,0,0
50.86,2.507,10,0,0,8.2,2,cash_advance,2234,0,0
85.67,2.341,10,0,1,97.4,2,dining,1395,1,0
22.53,1.671,21,0,1,43.1,1,grocery,1369,0,0
22.2,0.597,9,0,0,8.6,3,grocery,171,0,0
84.56,2.414,15,0,0,44.4,0,gas,3077,0,0
11.03,0.198,16,0,0,18.2,1,electronics,2497,0,0
74.61,2.154,7,0,0,9.8,0,dining,3290,0,0
89.32,4.976,2,1,0,10.1,0,dining,2614,0,0
14.62,0.405,10,0,0,0.8,1,dining,1223,0,0
12.9,0.293,15,0,0,18.4,1,gas,2779,0,0
12.11,0.362,4,1,0,11.4,1,online_retail,2921,0,0
34.66,0.806,0,1,0,9.4,0,grocery,2952,0,0
57.98,0.884,1,1,1,51.0,1,electronics,2851,0,0
19.53,0.472,0,1,1,16.7,0,grocery,1970,0,0
36.87,0.647,23,1,0,5.1,0,grocery,2910,0,0
3.64,0.176,13,0,0,19.8,1,grocery,404,0,0
15.54,0.491,1,1,1,14.3,0,travel,537,0,0
12.98,0.538,13,0,0,25.9,0,online_retail,2933,0,0
3.48,0.138,3,1,0,13.5,8,gas,464,0,0
15.98,0.812,9,0,0,13.6,0,gas,1770,1,0
29.77,0.823,9,0,0,17.4,1,online_retail,633,0,0
48.78,1.781,6,0,0,2.9,0,travel,56,0,0
8.74,0.164,9,0,1,18.9,1,cash_advance,3016,0,0
123.09,3.729,19,0,0,6.1,0,cash_advance,2690,0,0
80.75,2.919,0,1,0,0.1,0,grocery,1687,0,0
7.62,0.327,15,0,0,4.2,0,grocery,970,0,0
21.41,0.668,14,0,0,3.9,0,gas,3478,0,0
40.39,0.881,6,0,0,26.7,0,dining,379,1,0
548.25,19.07,7,0,1,25.7,0,grocery,2397,0,1
17.44,0.393,3,1,1,75.9,1,grocery,827,0,0
9.53,0.575,21,0,1,44.4,1,electronics,2637,0,0
94.17,1.46,16,0,1,72.1,0,grocery,3432,0,0
28.21,0.83,7,0,1,51.5,0,grocery,2496,0,0
7.98,0.415,22,0,1,68.3,0,online_retail,1841,0,0
18.86,0.713,1,1,0,0.6,0,dining,968,0,0
57.4,1.66,18,0,0,11.3,0,dining,2349,0,0
13.3,0.193,8,0,1,42.1,2,dining,359,0,0
69.68,1.487,5,1,0,28.4,0,grocery,1971,0,0
17.7,0.609,19,0,1,43.0,1,cash_advance,1248,0,0
33.1,0.863,2,1,1,53.5,1,gas,1585,0,0
12.48,0.442,0,1,0,18.3,0,gas,2729,0,0
32.26,1.033,14,0,0,3.9,2,dining,1937,0,0
19.42,0.847,23,1,1,78.9,0,gas,764,0,0
33.5,1.036,2,1,0,13.8,1,travel,965,0,0
90.88,5.572,1,1,0,6.3,0,dining,1299,0,0
9.8,0.415,18,0,0,17.0,0,grocery,584,0,0
9.57,0.215,17,0,0,10.1,1,gas,1618,1,0
20.44,0.413,2,1,1,15.4,1,electronics,1282,0,0
5.34,0.089,1,1,0,2.6,1,gas,2062,1,0
20.31,1.308,7,0,1,32.9,0,travel,1917,0,0
118.34,5.04,22,0,0,6.0,0,gambling,3326,0,0
50.86,1.009,2,1,1,2.9,1,dining,604,0,0
29.22,0.712,23,1,0,17.0,2,online_retail,421,1,0
31.81,1.118,0,1,0,10.3,0,cash_advance,343,0,0
6.92,0.248,14,0,0,9.0,1,gas,844,0,0
34.25,0.953,5,1,1,14.3,1,grocery,2164,0,0
122.98,6.921,5,1,1,86.6,1,gas,929,1,1
7.64,0.206,6,0,1,112.0,1,travel,3379,0,0
48.97,1.102,10,0,0,8.0,0,gambling,2108,0,0
57.45,2.072,17,0,0,2.2,0,online_retail,2022,0,0
38.76,1.193,15,0,1,67.8,0,dining,2696,0,0
7.27,0.294,11,0,0,10.8,1,electronics,2698,0,0
52.86,1.245,21,0,0,2.7,1,gambling,3386,0,0
19.19,0.736,21,0,0,12.7,1,gas,1526,0,0
59.2,2.591,13,0,0,3.2,0,grocery,3587,0,0
15.47,0.483,9,0,0,23.2,1,cash_advance,1868,0,0
23.34,0.551,23,1,0,20.1,5,grocery,2040,0,0
81.96,2.472,12,0,1,86.4,0,electronics,2032,0,0
40.75,1.611,19,0,0,17.3,0,gambling,3372,0,0
11.71,0.415,15,0,1,21.0,0,grocery,1424,0,0
28.26,1.13,12,0,0,12.6,0,travel,2101,0,0
12.92,0.297,11,0,0,2.4,2,grocery,452,0,0
9.21,0.425,9,0,0,9.2,1,gas,1783,0,0
31.15,1.78,9,0,1,23.3,0,dining,2929,0,0
6.25,0.243,7,0,1,59.1,0,electronics,2400,0,0
19.82,0.345,17,0,0,30.7,1,online_retail,1195,0,0
144.02,11.982,23,1,0,7.8,1,gas,1117,0,1
26.45,0.804,19,0,1,34.4,7,online_retail,2903,0,0
58.52,2.987,17,0,0,16.1,1,cash_advance,200,0,0
12.95,0.3,20,0,0,12.5,1,dining,1095,1,0
11.03,0.667,23,1,0,22.9,0,online_retail,3474,1,0
34.44,1.12,4,1,0,0.4,1,gambling,1267,0,0
56.54,1.458,4,1,1,52.2,0,online_retail,2208,0,0
14.25,0.556,10,0,0,8.9,1,grocery,1676,2,0
32.31,1.214,22,0,0,1.7,0,online_retail,1415,0,0
31.29,1.724,10,0,1,38.6,0,gas,1265,0,0
15.49,1.112,14,0,1,67.2,5,grocery,2262,0,0
6.68,0.253,19,0,0,0.7,0,gas,984,0,0
6.29,0.176,4,1,1,84.6,1,grocery,1102,1,0
26.99,1.408,5,1,1,21.7,1,gas,1837,0,0
76.22,3.493,4,1,0,2.0,0,gas,1468,0,0
89.87,1.676,6,0,1,130.6,2,dining,3238,0,0
31.41,1.271,21,0,0,13.0,0,grocery,3104,0,0
219.15,5.835,17,0,0,13.7,1,electronics,887,0,0
26.13,0.346,17,0,0,11.8,0,gas,2450,1,0
8.09,0.163,20,0,0,18.1,0,cash_advance,2621,0,0
20.9,0.627,13,0,1,68.2,0,gas,2404,1,0
5.52,0.172,19,0,1,3.9,1,dining,1646,0,0
9.6,0.169,13,0,0,3.0,1,grocery,1394,1,0
24.25,0.816,1,1,0,11.6,1,online_retail,1723,0,0
54.33,3.242,8,0,1,18.2,0,gas,1949,0,0
167.18,4.648,10,0,0,13.1,0,grocery,3448,0,0
29.95,0.626,3,1,0,12.3,0,electronics,1930,2,0
11.96,0.462,8,0,1,32.6,2,dining,1444,0,0
12.83,0.343,19,0,0,10.5,1,cash_advance,737,0,0
20.26,0.748,18,0,0,0.1,0,gas,1013,0,0
13.89,0.435,4,1,0,14.6,1,dining,1521,0,0
110.69,2.864,10,0,0,5.6,2,gambling,1010,0,0
19.78,0.831,12,0,0,7.2,0,travel,3102,0,0
31.91,1.609,5,1,1,15.5,0,grocery,1739,0,0
45.33,1.456,11,0,0,22.6,0,gas,2646,0,0
7.86,0.287,0,1,0,11.7,0,dining,842,0,0
74.63,2.587,12,0,0,21.1,0,dining,2023,0,0
17.09,0.415,22,0,1,8.8,0,gas,2939,0,0
8.81,0.27,16,0,1,13.4,1,online_retail,2676,0,0
18.12,0.696,21,0,1,31.8,1,grocery,2675,0,0
13.36,0.413,5,1,1,22.7,0,dining,1042,0,0
2.1,0.055,13,0,0,5.2,2,dining,1991,0,0
15.96,0.505,7,0,0,23.8,2,online_retail,2090,0,0
35.78,0.961,15,0,0,4.9,6,gas,1026,0,0
12.46,0.556,5,1,0,14.0,0,grocery,318,0,0
69.81,1.906,13,0,0,0.1,0,grocery,3132,0,0
50.7,1.745,7,0,0,1.9,1,grocery,1493,0,0
14.95,0.508,8,0,0,5.1,0,travel,649,1,0
33.48,0.66,15,0,1,17.0,1,online_retail,1841,0,0
7.32,0.253,7,0,0,6.4,2,grocery,549,0,0
35.38,0.53,1,1,0,4.8,0,dining,2371,0,0
156.72,4.372,12,0,1,76.9,1,online_retail,1655,0,0
6.49,0.165,5,1,1,57.0,1,grocery,311,0,0
20.05,0.649,7,0,0,3.8,1,grocery,1548,1,0
25.27,0.756,20,0,0,27.4,0,gas,2839,0,0
59.08,1.498,13,0,0,12.1,0,gas,2671,0,0
15.96,0.498,16,0,0,8.0,0,cash_advance,2034,0,0
15.88,0.671,11,0,1,73.0,1,gas,933,0,0
48.93,2.093,15,0,0,8.7,0,travel,3557,0,0
7.63,0.271,10,0,0,7.7,0,online_retail,2250,0,0
106.83,5.216,23,1,0,11.5,0,online_retail,826,0,0
65.12,2.079,1,1,0,14.9,0,dining,3510,1,0
11.3,0.179,6,0,1,61.1,0,online_retail,3093,0,0
7.92,0.294,18,0,0,13.0,0,dining,603,0,0
19.84,0.612,6,0,0,13.5,1,gas,156,1,0
11.63,0.279,17,0,0,10.6,1,online_retail,3519,0,0
71.96,2.352,0,1,0,5.2,2,grocery,405,0,0
16.72,0.561,19,0,1,20.7,1,online_retail,949,0,0
64.12,0.964,1,1,0,11.5,0,gas,2691,1,0
5.64,0.182,4,1,0,28.3,1,online_retail,2929,0,0
9.31,0.267,3,1,1,38.2,2,grocery,1719,0,0
53.8,2.339,11,0,0,4.6,2,online_retail,1262,0,0
7.74,0.386,0,1,0,5.4,0,cash_advance,1644,0,0
13.99,0.732,14,0,1,87.4,0,grocery,3030,0,0
140.12,5.193,3,1,0,12.2,1,dining,1532,0,0
11.66,0.438,17,0,1,38.8,0,dining,2710,0,0
65.63,1.607,12,0,1,54.1,2,grocery,604,0,0
17.03,0.386,11,0,1,92.6,2,online_retail,3085,0,0
69.18,2.565,5,1,0,13.0,0,travel,1290,0,0
23.48,0.722,10,0,1,40.2,1,online_retail,3244,0,0
19.8,0.502,12,0,1,59.8,0,gas,1511,0,0
34.09,1.665,23,1,0,32.1,2,grocery,3260,1,0
35.55,1.907,22,0,0,4.2,0,grocery,2105,0,0
20.0,0.656,10,0,0,14.8,2,dining,1765,1,0
20.08,0.428,8,0,0,15.9,0,dining,2717,0,0
10.77,0.501,23,1,0,1.8,1,dining,2143,0,0
16.92,0.672,14,0,0,4.5,0,gas,1118,0,0
28.19,0.413,11,0,0,9.1,1,grocery,790,0,0
