amount,amount_to_avg_ratio,hour,late_night,is_online,distance_from_home_km,txns_last_hour,merchant_category,account_age_days,prior_disputes,is_fraud
33.08,1.166,1,1,1,45.6,1,gas,3501,1,0
15.19,0.676,3,1,1,66.4,0,online_retail,2733,0,0
17.91,0.36,15,0,1,83.9,1,electronics,1193,0,0
69.2,3.013,12,0,1,33.2,1,cash_advance,2524,0,0
8.71,0.525,6,0,0,0.2,2,gas,2671,1,0
308.98,20.558,11,0,0,1.0,0,grocery,355,0,1
52.69,1.049,22,0,1,5.5,0,gambling,1124,0,0
38.39,0.577,17,0,1,74.0,1,dining,343,0,0
6.59,0.157,16,0,1,60.4,1,dining,1733,0,0
134.81,6.018,11,0,1,11.3,1,gas,2235,0,1
2.49,0.081,12,0,1,4.3,6,electronics,2232,0,0
71.98,2.065,19,0,0,3.6,0,travel,2027,0,1
54.85,1.665,7,0,1,116.0,1,grocery,1005,1,0
94.19,2.759,11,0,1,71.2,0,dining,2758,0,0
130.34,3.366,1,1,1,80.3,0,online_retail,3545,0,0
19.91,0.478,13,0,0,4.1,0,online_retail,1265,1,0
22.3,1.029,3,1,0,5.8,0,gas,2962,1,0
22.15,0.605,9,0,0,3.2,1,electronics,2274,0,0
6.99,0.224,12,0,0,20.3,1,cash_advance,3387,0,0
41.2,2.107,6,0,1,4.4,0,online_retail,972,0,0
88.74,5.196,17,0,0,16.5,1,online_retail,790,0,0
56.02,3.543,8,0,0,13.5,0,grocery,2442,0,0
61.07,2.359,12,0,0,16.1,2,travel,1073,0,0
18.23,0.783,20,0,0,18.6,1,gas,362,0,0
26.24,0.23,23,1,1,42.8,0,cash_advance,1215,0,0
37.68,1.62,3,1,1,93.6,2,gas,2000,0,0
66.74,2.321,9,0,1,72.2,0,gas,841,0,0
29.1,1.158,3,1,1,79.8,1,grocery,97,0,0
74.27,1.902,19,0,0,14.0,1,dining,3291,0,0
25.77,0.896,20,0,1,76.1,0,electronics,195,0,0
56.46,1.372,19,0,1,25.2,1,cash_advance,2325,0,0
22.67,0.343,15,0,1,33.0,2,cash_advance,1174,0,0
24.53,1.173,8,0,1,73.1,3,dining,2740,0,0
18.74,0.868,7,0,0,9.2,2,electronics,2834,0,0
67.36,2.225,11,0,1,25.4,0,online_retail,681,0,0
100.28,4.583,5,1,1,22.6,0,grocery,2024,0,0
20.58,0.843,20,0,0,1.5,1,gas,1562,0,0
16.57,0.931,20,0,1,19.7,8,dining,2591,0,0
32.34,1.553,9,0,1,64.5,1,cash_advance,2114,0,0
18.61,0.483,1,1,0,0.6,0,gas,2788,0,0
16.45,0.172,10,0,0,12.8,1,gas,1992,0,0
214.18,6.689,19,0,1,42.7,0,cash_advance,3264,0,1
172.85,5.216,11,0,0,8.5,1,grocery,982,0,0
41.22,0.957,8,0,0,6.0,0,grocery,2384,0,0
9.22,0.273,18,0,1,32.5,0,grocery,1604,0,0
6.14,0.178,6,0,0,17.0,3,grocery,1404,0,0
11.11,0.327,2,1,1,92.3,0,grocery,2509,0,0
13.69,0.626,1,1,1,44.3,0,gas,350,0,0
31.15,1.611,7,0,0,1.6,0,dining,2913,0,0
189.62,8.431,1,1,1,28.1,1,travel,696,0,1
21.7,0.768,1,1,1,12.6,2,dining,2283,0,0
49.04,1.222,4,1,0,17.7,0,grocery,294,0,0
88.25,2.178,16,0,1,41.3,0,cash_advance,1511,1,0
22.54,0.87,17,0,0,11.5,0,dining,3048,0,0
8.15,0.219,9,0,0,8.4,1,dining,2824,0,0
47.16,0.952,19,0,1,79.8,3,grocery,1656,0,0
21.74,0.581,9,0,0,13.6,0,grocery,163,0,0
25.76,0.59,15,0,1,23.2,0,dining,1926,0,0
30.27,0.865,11,0,1,142.4,1,grocery,1144,0,0
9.18,0.614,17,0,1,58.7,1,cash_advance,912,0,0
25.86,0.597,14,0,1,57.7,2,grocery,3346,0,0
74.03,1.621,8,0,1,104.9,0,online_retail,1494,0,0
106.53,3.684,8,0,0,20.1,0,gambling,2331,0,0
38.4,1.461,6,0,1,19.0,0,dining,1666,0,0
7.99,0.088,23,1,0,12.8,1,gas,3090,0,0
29.27,0.801,4,1,0,2.8,0,dining,3250,0,0
103.1,2.366,9,0,0,10.8,1,dining,454,0,0
59.92,3.225,16,0,0,6.5,0,cash_advance,160,0,0
8.78,0.3,22,0,1,52.7,0,gas,2190,0,0
7.22,0.26,6,0,1,39.5,1,electronics,3349,0,0
5.33,0.179,23,1,1,97.6,1,grocery,3218,0,0
29.8,1.116,11,0,1,39.7,1,gas,1589,0,0
14.18,0.202,11,0,1,57.5,0,gas,322,0,0
128.51,2.115,21,0,0,20.4,0,dining,3461,0,0
4.98,0.158,21,0,1,18.6,0,cash_advance,464,0,0
67.44,2.315,0,1,0,9.9,0,gas,1602,0,0
67.08,2.04,2,1,1,164.2,1,online_retail,265,0,0
14.03,0.386,9,0,0,17.9,0,cash_advance,3146,0,0
87.02,1.268,12,0,1,41.5,0,gas,3101,0,0
20.43,0.578,13,0,0,7.5,0,online_retail,927,0,0
168.27,3.959,17,0,1,175.6,0,online_retail,174,0,1
120.14,4.362,21,0,0,15.9,0,grocery,594,0,0
56.1,1.375,13,0,1,54.2,1,electronics,1621,0,0
72.14,2.723,9,0,1,52.2,1,cash_advance,2049,0,0
29.22,1.786,12,0,0,16.1,0,dining,2121,0,0
12.69,0.387,22,0,1,41.1,0,online_retail,2809,0,0
33.18,0.892,3,1,1,15.6,1,online_retail,3182,0,0
372.53,4.192,9,0,1,79.9,0,travel,864,1,0
23.27,0.422,11,0,1,19.9,1,gas,3361,0,0
29.34,1.002,20,0,0,11.9,0,gas,2582,0,0
167.97,5.849,10,0,0,3.0,1,grocery,861,0,0
279.46,7.711,4,1,0,26.3,0,travel,3342,1,1
185.08,3.459,10,0,0,23.1,2,gas,2130,0,0
47.07,1.189,19,0,1,39.7,0,dining,3019,1,0
7.31,0.089,15,0,1,31.9,0,dining,672,0,0
63.19,2.57,16,0,0,13.7,0,dining,328,0,0
25.11,0.477,4,1,0,36.9,1,cash_advance,1856,0,0
17.25,0.703,11,0,1,16.8,0,grocery,1112,0,0
69.82,1.443,20,0,1,54.8,0,dining,1521,0,0
39.09,1.466,23,1,0,1.8,1,online_retail,821,0,0
48.92,1.69,7,0,1,67.9,0,gambling,1458,0,0
60.83,1.855,3,1,1,55.3,0,online_retail,2238,0,0
5.05,0.092,0,1,1,108.3,1,gas,3383,2,0
118.49,6.642,5,1,1,43.4,0,grocery,2766,0,0
61.34,2.189,6,0,1,29.6,0,cash_advance,2310,0,0
27.98,0.929,4,1,1,83.2,0,dining,1639,0,0
30.2,0.546,20,0,0,2.0,2,dining,1016,1,0
101.14,2.737,2,1,0,16.0,0,gas,2256,0,0
6.57,0.186,4,1,1,111.3,4,cash_advance,1353,0,0
23.95,0.355,18,0,1,22.9,2,grocery,352,0,0
122.92,2.149,6,0,1,44.3,1,grocery,1541,0,0
133.2,7.668,3,1,1,78.6,1,dining,1008,0,1
2.53,0.049,13,0,1,55.6,0,cash_advance,2307,0,0
19.81,0.366,1,1,0,8.4,0,cash_advance,2877,0,0
10.88,0.33,7,0,1,90.9,1,grocery,1866,0,0
338.94,5.226,14,0,0,4.4,2,online_retail,2201,1,0
6.8,0.373,1,1,1,9.5,1,electronics,2884,0,0
34.0,1.003,0,1,1,10.2,0,gas,2037,1,0
15.95,0.552,11,0,1,66.2,0,grocery,1711,0,0
60.8,1.278,3,1,0,6.4,0,dining,467,0,0
6.82,0.258,4,1,1,39.3,0,electronics,318,0,0
20.71,0.687,12,0,1,27.2,1,electronics,2656,0,0
16.87,0.538,20,0,1,44.3,1,travel,3134,0,0
13.13,0.288,17,0,1,45.3,0,electronics,461,0,0
17.13,0.566,8,0,1,31.1,0,cash_advance,468,0,0
30.69,0.437,19,0,1,59.5,1,online_retail,2014,0,0
108.27,1.785,16,0,0,20.2,0,dining,1494,1,0
9.47,0.311,18,0,1,15.5,0,gas,43,0,0
8.98,0.262,15,0,0,15.8,0,travel,3597,0,0
94.2,2.015,2,1,1,10.7,1,electronics,2392,0,0
9.73,0.242,7,0,0,2.8,0,gambling,2128,0,0
26.34,1.023,4,1,1,20.3,1,dining,183,0,0
16.34,0.87,0,1,0,4.8,0,gambling,1562,0,0
9.03,0.508,3,1,0,47.0,0,electronics,539,0,0
25.32,0.972,18,0,1,125.2,1,electronics,2525,0,0
16.81,0.477,0,1,1,93.5,0,cash_advance,1547,0,0
11.09,0.241,15,0,0,31.6,0,dining,92,1,0
34.57,1.08,7,0,0,8.2,2,electronics,511,0,0
217.86,4.511,14,0,1,59.5,0,travel,1650,0,0
22.07,0.603,15,0,0,21.1,1,dining,3261,0,0
11.86,0.49,22,0,0,12.8,1,dining,328,0,0
4.94,0.265,5,1,0,8.5,0,grocery,2308,0,0
7.94,0.336,18,0,1,14.9,0,dining,3319,0,0
11.85,0.334,17,0,0,15.9,0,dining,2125,0,0
101.99,2.568,16,0,1,151.5,1,online_retail,3393,1,0
22.06,0.481,17,0,0,5.3,0,grocery,2200,0,0
23.78,0.895,16,0,1,101.0,3,online_retail,2948,0,0
16.46,0.345,7,0,1,51.5,1,gambling,3368,0,0
45.95,1.559,23,1,1,42.2,1,online_retail,3212,0,0
46.64,1.868,13,0,0,12.9,0,grocery,2504,0,0
29.22,2.015,12,0,0,5.1,0,grocery,1799,0,0
201.16,4.498,12,0,0,3.6,3,grocery,2536,0,0
16.58,0.592,17,0,0,13.7,2,online_retail,1806,0,0
26.55,0.75,15,0,0,8.1,0,grocery,3374,0,0
60.11,0.791,6,0,1,41.8,0,dining,996,0,0
94.09,4.129,4,1,0,9.8,0,gas,1967,0,0
129.69,5.982,0,1,0,14.4,0,dining,1059,0,1
16.26,0.554,0,1,0,14.7,0,online_retail,466,0,0
342.25,9.633,14,0,1,51.0,1,gas,140,0,1
29.44,1.031,15,0,0,2.5,0,grocery,494,0,0
49.7,0.865,20,0,1,17.2,1,dining,3067,0,0
22.32,0.533,0,1,0,13.9,0,dining,541,0,0
21.61,0.82,15,0,1,41.0,0,online_retail,1530,0,0
69.5,1.641,12,0,0,18.0,1,gas,2291,0,0
123.67,3.59,7,0,0,2.2,2,online_retail,3003,0,0
29.41,1.015,16,0,1,50.8,0,gas,138,0,0
22.42,0.47,13,0,1,64.8,0,grocery,531,0,0
29.6,0.992,12,0,1,88.3,0,gambling,1300,1,0
51.82,1.027,2,1,0,10.4,0,electronics,2440,0,0
8.56,0.235,8,0,0,13.0,1,electronics,2946,0,0
50.89,0.636,15,0,1,90.5,0,dining,50,0,0
7.08,0.237,23,1,0,27.4,1,dining,2196,0,0
98.61,3.825,3,1,0,17.0,1,online_retail,1402,0,0
27.1,0.941,21,0,0,18.0,2,cash_advance,200,0,0
11.18,0.269,10,0,0,22.7,1,dining,1169,0,0
19.07,0.708,14,0,1,27.0,1,grocery,1477,0,0
15.06,0.848,8,0,1,52.0,0,online_retail,818,0,0
35.1,1.154,7,0,0,14.0,1,grocery,1559,0,0
8.13,0.238,15,0,1,67.2,2,gas,2279,0,0
13.38,0.373,18,0,0,8.6,0,dining,3047,0,0
34.04,1.134,1,1,1,52.0,0,gas,2309,0,0
201.44,4.047,21,0,1,82.7,1,gas,3397,1,0
28.51,0.745,23,1,1,72.9,0,cash_advance,2137,0,0
70.41,3.301,12,0,1,37.0,0,gas,2395,0,0
114.98,4.659,1,1,0,0.7,7,gas,822,0,0
342.91,13.645,11,0,0,6.8,0,grocery,856,0,1
43.89,1.02,3,1,0,17.3,1,online_retail,1513,0,0
38.77,0.528,9,0,0,0.6,0,cash_advance,3388,0,0
48.62,1.75,5,1,1,47.1,0,grocery,2321,0,0
22.95,0.528,13,0,1,92.4,0,grocery,2115,0,0
59.3,2.897,0,1,0,2.2,0,grocery,2282,0,0
36.63,1.352,15,0,0,37.2,0,electronics,2404,0,0
74.36,2.803,20,0,1,41.8,0,online_retail,819,0,0
71.27,1.564,9,0,1,67.2,0,gambling,3405,0,0
15.83,0.332,23,1,1,109.4,1,online_retail,1231,0,0
14.12,0.754,21,0,1,37.2,1,grocery,540,0,0
69.21,2.157,7,0,1,99.7,0,cash_advance,3451,0,0
54.89,3.058,3,1,1,72.7,0,online_retail,937,1,1
12.58,0.348,19,0,1,49.6,0,travel,886,0,0
75.27,1.04,6,0,0,5.9,0,dining,2013,0,0
11.33,0.38,7,0,0,10.4,0,online_retail,713,0,0
85.89,1.555,9,0,0,13.6,0,travel,1908,0,0
99.06,3.329,23,1,0,18.2,1,dining,3290,0,0
8.79,0.156,17,0,1,73.5,0,gas,2426,0,0
61.29,2.371,14,0,1,60.2,3,cash_advance,1274,0,0
28.06,1.278,6,0,1,133.6,1,gas,2879,0,0
28.48,0.859,8,0,1,67.0,0,dining,2867,0,0
91.07,2.386,21,0,1,74.8,1,grocery,544,0,0
26.51,0.868,14,0,0,23.0,1,grocery,2401,0,0
18.2,0.689,5,1,0,12.5,1,travel,823,1,0
115.17,3.883,17,0,1,5.4,0,gas,2762,0,0
35.1,1.443,23,1,0,13.3,1,dining,1660,0,0
14.18,0.474,5,1,1,77.7,1,dining,2526,0,0
29.82,1.118,17,0,0,7.0,0,online_retail,3138,0,0
76.58,1.98,18,0,1,19.1,0,electronics,3077,0,0
50.16,1.254,3,1,0,0.1,3,gambling,1125,0,0
32.58,0.926,17,0,1,43.3,0,dining,453,0,0
30.74,0.546,12,0,0,3.4,1,cash_advance,3225,0,0
17.28,0.364,20,0,0,1.4,1,cash_advance,2145,0,0
38.16,1.498,18,0,1,15.6,1,dining,3429,0,0
39.7,1.647,21,0,0,9.5,0,grocery,916,1,0
93.36,3.077,8,0,1,61.5,2,travel,313,0,0
30.64,0.552,13,0,1,10.6,0,electronics,2654,0,0
92.48,3.865,19,0,0,5.7,1,electronics,1879,0,0
12.17,0.561,7,0,1,78.7,1,gambling,1894,0,0
89.65,3.189,18,0,0,3.2,1,travel,3539,0,0
31.83,0.897,20,0,1,87.7,0,travel,140,0,0
13.9,0.426,23,1,0,34.8,1,cash_advance,207,0,0
74.61,1.96,2,1,0,3.3,1,dining,1794,0,0
37.12,0.88,4,1,1,24.4,0,dining,31,1,0
14.16,0.414,2,1,1,17.5,1,travel,1316,0,0
17.02,0.175,11,0,0,2.1,0,gas,1521,0,0
19.0,0.283,20,0,1,23.3,9,travel,2185,0,0
24.42,1.319,8,0,0,12.4,0,grocery,51,0,0
252.14,7.977,16,0,0,8.0,1,grocery,1603,1,0
31.5,0.766,16,0,0,2.5,1,grocery,2056,0,0
17.06,0.697,11,0,1,88.7,0,dining,893,0,0
95.78,2.545,9,0,0,2.7,0,travel,921,0,0
56.32,2.187,6,0,0,11.6,0,online_retail,2063,0,0
138.72,2.444,2,1,0,5.4,1,gas,1405,0,0
9.81,0.046,17,0,1,28.4,1,travel,1216,0,0
364.22,12.259,13,0,0,18.4,5,gas,1652,0,1
4.42,0.122,17,0,1,79.1,1,cash_advance,1271,0,0
46.26,0.692,20,0,1,36.6,1,grocery,580,0,0
19.4,0.806,0,1,0,13.0,0,electronics,913,1,0
45.06,1.054,2,1,0,15.7,0,dining,1425,1,0
4.6,0.171,8,0,0,17.1,2,cash_advance,2191,0,0
43.22,1.124,1,1,1,64.8,0,grocery,2411,0,0
173.21,7.809,10,0,0,2.5,0,grocery,217,1,0
56.03,2.292,12,0,0,8.2,0,grocery,3168,0,0
74.77,3.409,2,1,0,34.2,1,online_retail,1098,1,0
36.72,1.739,5,1,0,10.3,0,dining,2856,0,0
136.08,4.638,19,0,1,47.1,0,electronics,1642,0,1
3.79,0.075,16,0,1,20.6,0,cash_advance,614,1,0
76.82,3.073,3,1,0,21.7,0,gas,1580,0,0
40.05,2.191,17,0,1,69.9,1,dining,877,0,0
55.66,2.138,22,0,1,55.5,1,gambling,2564,0,0
51.35,2.067,11,0,1,107.3,0,online_retail,1118,0,0
45.71,0.921,0,1,0,7.5,0,online_retail,2451,0,0
24.07,0.783,16,0,0,21.7,0,gambling,2211,0,0
45.11,0.721,20,0,1,41.9,0,cash_advance,437,1,0
37.92,0.732,12,0,0,4.4,0,online_retail,138,0,0
47.35,0.79,3,1,0,11.9,2,grocery,349,0,0
172.67,3.211,22,0,0,3.3,0,grocery,2300,0,0
46.23,1.47,10,0,1,48.9,0,dining,2102,0,0
137.41,8.055,6,0,0,17.6,0,travel,2827,0,1
20.75,0.597,7,0,0,17.8,0,dining,1265,0,0
540.35,15.726,17,0,0,17.0,1,dining,445,1,1
47.9,1.451,10,0,1,23.1,1,dining,721,1,0
85.92,2.642,4,1,1,9.6,0,online_retail,2910,0,0
8.5,0.303,14,0,0,25.2,2,online_retail,3529,0,0
33.17,1.238,1,1,0,9.0,1,online_retail,472,0,0
13.26,0.314,10,0,1,30.7,0,travel,1707,0,0
46.9,1.896,2,1,1,93.7,0,travel,2760,1,0
48.16,0.785,22,0,0,32.0,1,grocery,1860,0,0
70.81,2.729,22,0,1,14.2,8,gambling,3383,0,0
142.86,3.302,7,0,1,120.3,1,electronics,2256,0,0
70.83,1.862,14,0,0,3.6,0,online_retail,3123,0,0
96.26,3.956,23,1,0,19.7,1,electronics,1833,0,0
79.44,2.92,5,1,1,65.3,3,electronics,2031,0,0
35.65,1.063,16,0,0,3.4,3,online_retail,759,0,0
101.5,2.189,2,1,1,91.2,1,gas,131,0,0
89.64,1.193,6,0,0,3.5,0,online_retail,1767,0,0
30.92,1.208,14,0,1,26.5,0,travel,1942,0,0
123.36,1.923,5,1,0,3.3,2,online_retail,2133,0,0
19.52,0.624,3,1,0,8.8,0,grocery,1131,0,0
8.52,0.173,22,0,1,28.1,0,travel,2321,0,0
31.58,0.767,3,1,0,11.5,1,grocery,961,0,0
54.04,1.55,15,0,1,84.8,3,grocery,546,1,0
190.36,8.335,21,0,0,14.5,1,grocery,105,1,1
13.87,0.366,2,1,1,51.8,6,dining,495,0,0
14.93,0.304,2,1,0,26.3,1,online_retail,241,0,0
160.9,4.292,3,1,0,1.2,0,travel,1476,0,0
32.89,1.469,5,1,0,18.5,1,online_retail,330,1,0
27.74,1.26,3,1,1,29.1,1,gas,244,0,0
57.41,0.647,13,0,0,17.1,0,travel,3193,1,0
333.57,15.5,0,1,0,16.8,0,dining,2806,0,1
20.9,0.803,13,0,1,12.1,1,cash_advance,1905,0,0
36.51,1.482,18,0,1,13.4,2,gas,1591,0,0
10.77,0.164,22,0,1,27.1,0,dining,110,0,0
132.32,1.751,4,1,0,17.0,1,dining,2661,1,0
16.93,0.415,18,0,0,30.8,1,electronics,1227,0,0
67.63,1.708,4,1,0,13.7,1,cash_advance,902,0,0
32.68,0.399,21,0,0,20.8,1,electronics,3179,0,0
44.27,0.755,17,0,0,13.5,2,cash_advance,1513,0,0
95.73,1.677,9,0,1,8.8,0,grocery,125,0,0
25.46,0.571,5,1,1,82.3,1,online_retail,1968,1,0
45.47,2.422,12,0,1,32.0,1,dining,3238,0,0
94.54,1.166,16,0,1,25.0,0,grocery,2131,1,0
4.49,0.128,20,0,0,4.5,3,online_retail,726,0,0
249.67,7.183,21,0,1,62.1,0,gambling,148,0,1
11.9,0.482,16,0,0,23.8,1,online_retail,1037,0,0
60.29,2.616,10,0,1,119.3,0,online_retail,3522,0,0
2.96,0.045,9,0,0,1.2,0,grocery,1899,0,0
30.4,1.415,10,0,0,2.8,0,dining,3522,1,0
10.74,0.239,16,0,0,23.9,0,gas,317,0,0
321.47,13.35,18,0,0,27.1,0,cash_advance,821,1,1
20.87,0.63,5,1,1,70.9,1,travel,537,0,0
6.4,0.152,1,1,1,33.3,1,grocery,2466,0,0
17.79,0.725,1,1,0,1.6,1,electronics,1232,0,0
134.69,5.216,7,0,0,10.7,0,online_retail,1309,0,0
59.43,1.305,21,0,0,47.8,0,online_retail,2792,0,0
21.76,0.43,4,1,0,1.5,1,online_retail,2312,0,0
35.09,1.878,15,0,0,12.7,0,gambling,2279,0,0
81.06,1.375,16,0,0,15.4,0,dining,1365,0,0
11.62,0.265,4,1,1,17.2,0,grocery,3043,0,0
24.83,0.505,21,0,1,28.3,2,cash_advance,1833,0,0
59.97,1.986,5,1,0,2.2,1,travel,2400,0,0
44.83,1.309,10,0,1,48.9,2,electronics,3341,0,0
21.73,1.171,3,1,1,41.8,1,online_retail,2962,0,0
50.34,2.423,15,0,1,52.2,1,online_retail,2657,0,0
13.07,0.341,17,0,1,69.9,0,dining,2797,0,0
27.5,1.033,18,0,1,56.6,0,gambling,2749,0,0
12.31,0.545,8,0,0,2.4,0,dining,960,0,0
62.4,1.004,15,0,0,8.4,3,travel,833,0,0
175.45,7.709,5,1,1,33.7,0,gambling,2135,0,1
16.19,0.48,16,0,0,8.0,0,dining,1013,0,0
7.38,0.221,10,0,1,67.5,1,electronics,3388,0,0
81.17,3.383,2,1,0,5.3,0,travel,1175,1,0
14.15,0.845,8,0,1,81.0,0,electronics,1932,0,0
48.51,1.376,14,0,1,110.1,0,gas,3141,1,0
91.4,2.035,18,0,0,11.5,2,dining,769,0,0
60.56,1.702,21,0,1,64.1,4,travel,1875,0,0
20.41,0.822,14,0,1,73.8,0,online_retail,1911,0,0
18.41,0.709,7,0,0,10.9,2,gambling,1992,0,0
31.47,1.908,23,1,0,0.2,1,grocery,1656,0,0
149.87,9.373,2,1,1,26.6,0,travel,2886,0,1
5.09,0.22,17,0,1,36.9,0,dining,1956,0,0
23.04,0.625,5,1,1,82.4,0,gas,2471,0,0
53.38,1.842,15,0,0,11.9,1,online_retail,599,1,0
18.12,0.342,8,0,1,73.5,1,online_retail,3376,0,0
50.73,0.548,5,1,0,3.4,0,grocery,2620,0,0
44.55,1.81,9,0,0,13.8,0,dining,2645,0,0
81.9,3.569,15,0,0,29.4,0,gas,93,1,0
197.19,5.897,11,0,0,14.1,0,travel,3534,0,0
275.72,4.741,6,0,1,58.2,1,grocery,1855,0,0
52.27,1.753,20,0,1,4.8,1,gambling,2676,0,0
43.22,1.658,6,0,1,37.6,2,grocery,450,0,0
57.56,1.063,18,0,0,10.7,0,gas,1161,0,0
54.69,1.794,14,0,1,59.7,0,cash_advance,1647,0,0
5.7,0.319,13,0,0,6.2,0,online_retail,283,0,0
31.16,0.73,20,0,0,1.5,2,gambling,1102,0,0
29.77,0.693,15,0,1,17.1,1,dining,960,0,0
10.4,0.538,21,0,0,2.2,0,travel,1862,1,0
17.79,0.278,14,0,1,44.2,0,cash_advance,744,0,0
221.58,12.344,4,1,1,21.7,0,dining,1207,0,1
37.07,0.493,10,0,0,2.7,1,cash_advance,2598,0,0
106.06,2.029,23,1,1,113.5,0,dining,270,0,0
20.36,0.254,4,1,1,99.2,0,dining,501,0,0
130.74,3.275,9,0,1,73.1,2,electronics,915,0,1
29.04,0.802,4,1,0,19.0,0,online_retail,3103,0,0
78.65,2.62,17,0,1,12.8,1,gambling,3135,0,0
113.95,1.467,15,0,1,29.3,0,online_retail,2800,0,0
83.42,1.734,7,0,1,89.7,0,dining,1188,0,0
25.72,0.719,12,0,0,7.4,0,online_retail,3569,0,0
22.69,0.331,3,1,0,4.0,2,gas,2183,0,0
2.64,0.152,21,0,0,16.9,0,grocery,1383,0,0
64.28,1.745,16,0,0,9.5,0,online_retail,3053,0,0
7.08,0.059,7,0,0,31.4,1,gas,1284,1,0
106.0,4.26,5,1,0,14.8,0,gambling,32,0,0
93.95,4.461,23,1,0,20.1,0,cash_advance,471,0,0
79.13,2.278,18,0,0,4.4,0,dining,1680,0,0
206.8,7.766,13,0,1,12.4,1,dining,573,0,1
10.62,0.241,22,0,1,96.2,2,cash_advance,325,0,0
96.82,2.045,11,0,1,41.5,1,gambling,611,0,0
11.67,0.445,23,1,1,33.3,2,grocery,1959,0,0
36.91,1.19,23,1,0,2.3,0,gambling,479,0,0
38.51,1.539,10,0,1,20.7,0,travel,319,2,0
19.64,0.206,18,0,0,9.1,0,electronics,2841,1,0
30.51,0.868,2,1,1,81.7,0,gas,2913,0,0
44.14,0.955,14,0,1,34.1,0,grocery,1726,0,0
23.8,1.235,21,0,1,25.9,1,cash_advance,2631,0,0
50.09,1.252,16,0,0,5.2,0,online_retail,90,0,0
154.9,8.144,1,1,1,26.9,1,travel,573,0,1
160.93,3.085,0,1,0,2.7,1,dining,1822,0,0
32.36,0.925,23,1,1,21.0,0,grocery,1465,0,0
8.37,0.34,16,0,1,94.9,0,grocery,2137,0,0
29.72,0.658,21,0,1,14.3,2,dining,196,0,0
18.93,0.502,14,0,0,2.9,0,grocery,612,0,0
70.4,1.539,3,1,0,7.2,0,grocery,1362,0,0
35.24,1.143,11,0,0,3.0,2,grocery,92,0,0
216.94,6.911,12,0,1,97.4,1,online_retail,1017,0,1
57.09,1.585,3,1,1,38.5,1,online_retail,3096,0,0
36.53,1.021,10,0,0,18.9,1,grocery,498,0,0
9.7,0.279,13,0,0,11.3,1,grocery,3150,0,0
18.34,0.696,13,0,1,41.2,0,online_retail,933,0,0
21.94,0.689,20,0,0,6.1,1,dining,2789,0,0
4.46,0.122,10,0,1,56.7,1,grocery,690,0,0
8.49,0.296,7,0,1,74.8,0,gambling,986,0,0
12.41,0.385,8,0,0,32.7,8,dining,596,0,0
55.76,2.387,8,0,1,107.3,1,online_retail,2653,0,0
25.82,1.817,10,0,1,53.9,0,grocery,997,0,0
33.67,1.33,22,0,1,26.1,0,dining,3052,0,0
53.12,3.339,9,0,1,53.1,0,grocery,2036,0,0
17.92,0.568,20,0,1,51.1,3,dining,1073,0,0
14.73,0.526,4,1,1,44.2,1,cash_advance,375,0,0
14.22,1.004,11,0,1,18.5,1,grocery,243,0,0
29.92,0.799,22,0,1,70.7,0,grocery,3350,0,0
44.67,1.643,23,1,1,45.6,0,online_retail,2070,0,0
23.44,0.5,9,0,0,1.7,1,travel,3534,0,0
26.61,0.944,3,1,0,12.2,0,gas,1757,0,0
11.51,0.337,20,0,1,36.3,0,electronics,2313,1,0
42.43,1.574,5,1,0,18.0,1,gas,521,0,0
30.18,0.755,19,0,1,160.2,0,gas,2820,0,0
493.37,12.362,10,0,0,6.7,0,electronics,2671,0,1
29.75,1.064,13,0,0,4.8,1,grocery,513,0,0
138.06,4.491,14,0,1,86.9,0,cash_advance,1239,0,1
63.42,1.211,2,1,0,0.3,1,cash_advance,586,0,0
47.8,0.586,9,0,1,35.5,0,online_retail,3002,1,0
183.19,5.301,14,0,1,24.9,0,electronics,1389,0,0
26.49,1.315,4,1,1,46.0,0,gas,3338,0,0
21.79,1.08,13,0,0,20.3,0,cash_advance,1572,0,0
136.36,2.539,4,1,1,63.3,0,dining,2923,0,0
25.18,0.158,12,0,0,3.0,0,online_retail,2576,0,0
28.88,0.671,16,0,1,95.9,0,cash_advance,1240,0,0
15.23,0.314,2,1,1,73.8,1,gas,1900,0,0
15.16,0.723,6,0,1,49.7,1,online_retail,3308,0,0
8.54,0.15,16,0,1,36.8,0,online_retail,2158,0,0
71.36,1.766,8,0,0,12.5,1,gambling,1006,0,0
27.15,1.015,18,0,0,10.4,0,gas,1065,0,0
34.75,0.417,6,0,0,12.4,0,gas,1511,0,0
50.05,3.49,7,0,0,10.9,0,dining,1124,0,0
15.79,0.616,3,1,0,10.8,0,dining,134,0,0
283.29,8.671,19,0,1,33.2,0,grocery,1425,0,1
46.67,1.46,7,0,1,49.0,6,gas,522,0,0
47.82,2.831,20,0,1,59.0,0,cash_advance,3442,0,0
47.84,2.265,9,0,1,55.5,0,grocery,669,0,0
19.1,0.364,1,1,1,29.4,2,grocery,1729,0,0
37.58,0.682,8,0,1,70.7,0,dining,1073,0,0
68.65,1.836,10,0,0,13.2,0,travel,2236,1,0
236.35,6.776,2,1,0,1.8,1,travel,2657,0,0
54.02,1.057,14,0,1,15.3,1,electronics,3280,0,0
134.21,7.477,17,0,1,24.8,4,dining,2600,0,1
26.11,0.484,4,1,0,11.6,1,gambling,1622,0,0
